0.965,0.035
0.035,0.965
0.,1.
0.,1.
0.905,0.095
1.,0.
0.03064664,0.96935336
0.685,0.315
0.,1.
0.015,0.985
0.005,0.995
0.,1.
0.68,0.32
0.,1.
0.,1.
0.61,0.39
0.,1.
0.94,0.06
0.985,0.015
0.03064664,0.96935336
0.845,0.155
0.1,0.9
0.235,0.765
0.725,0.275
0.22,0.78
0.,1.
0.12,0.88
0.34,0.66
0.03064664,0.96935336
0.03064664,0.96935336
0.995,0.005
0.,1.
0.,1.
0.65,0.35
0.03064664,0.96935336
0.,1.
0.96,0.04
0.125,0.875
0.,1.
0.34,0.66
1.,0.
0.02,0.98
0.,1.
0.,1.
0.,1.
0.08,0.92
0.005,0.995
0.,1.
0.36,0.64
0.01,0.99
0.02,0.98
0.,1.
0.96,0.04
0.,1.
0.,1.
0.,1.
0.305,0.695
0.,1.
0.005,0.995
0.08,0.92
0.055,0.945
0.98,0.02
0.325,0.675
0.74,0.26
0.78,0.22
0.795,0.205
0.265,0.735
1.,0.
1.,0.
0.03064664,0.96935336
0.,1.
1.,0.
0.,1.
0.455,0.545
0.095,0.905
0.745,0.255
0.97,0.03
0.,1.
0.,1.
0.,1.
0.93,0.07
0.,1.
0.045,0.955
0.03064664,0.96935336
0.295,0.705
0.03064664,0.96935336
0.,1.
0.955,0.045
0.075,0.925
0.99,0.01
0.005,0.995
1.,0.
0.925,0.075
0.,1.
0.875,0.125
0.,1.
0.015,0.985
0.165,0.835
0.09,0.91
0.,1.
0.03064664,0.96935336
0.03064664,0.96935336
0.32,0.68
0.8,0.2
0.,1.
0.04,0.96
0.,1.
0.,1.
0.,1.
0.97,0.03
0.925,0.075
0.,1.
0.97,0.03
0.8,0.2
0.98,0.02
0.99,0.01
0.,1.
0.3,0.7
0.,1.
0.,1.
0.00221611,0.99778389
0.415,0.585
0.,1.
0.,1.
0.95,0.05
0.27,0.73
1.,0.
0.03064664,0.96935336
0.04,0.96
0.98,0.02
1.,0.
0.,1.
0.,1.
0.,1.
0.015,0.985
0.03064664,0.96935336
0.045,0.955
0.,1.
0.,1.
0.195,0.805
0.99,0.01
0.02,0.98
0.1,0.9
0.,1.
0.,1.
0.44,0.56
0.,1.
0.965,0.035
0.91,0.09
0.03,0.97
0.,1.
0.205,0.795
0.97,0.03
1.,0.
0.22,0.78
0.965,0.035
0.925,0.075
0.025,0.975
0.73358392,0.26641608
0.035,0.965
1.,0.
0.28,0.72
0.725,0.275
0.,1.
0.685,0.315
0.82,0.18
0.,1.
0.,1.
0.915,0.085
0.,1.
0.25,0.75
0.46,0.54
0.,1.
0.03064664,0.96935336
1.,0.
0.98,0.02
0.03064664,0.96935336
0.865,0.135
0.03064664,0.96935336
0.07,0.93
0.785,0.215
0.03064664,0.96935336
0.035,0.965
0.98,0.02
0.855,0.145
0.845,0.155
0.44,0.56
0.,1.
0.,1.
0.08,0.92
0.,1.
0.805,0.195
0.,1.
0.,1.
0.,1.
0.97,0.03
0.905,0.095
1.,0.
0.98,0.02
0.,1.
0.94,0.06
0.85,0.15
0.985,0.015
0.,1.
0.,1.
0.105,0.895
0.,1.
0.005,0.995
0.01,0.99
0.03064664,0.96935336
0.005,0.995
0.03064664,0.96935336
0.,1.
0.785,0.215
0.,1.
1.,0.
0.685,0.315
1.,0.
1.,0.
0.37,0.63
0.03064664,0.96935336
0.,1.
0.,1.
0.035,0.965
0.,1.
0.98,0.02
0.975,0.025
0.,1.
1.,0.
0.,1.
0.,1.
0.,1.
0.03064664,0.96935336
0.315,0.685
0.98,0.02
0.11,0.89
0.02,0.98
0.76,0.24
0.97,0.03
0.245,0.755
0.,1.
0.,1.
0.865,0.135
0.99,0.01
0.76,0.24
0.875,0.125
0.755,0.245
0.48,0.52
0.99,0.01
0.535,0.465
1.,0.
0.38825889,0.61174111
0.,1.
0.,1.
0.,1.
0.52,0.48
0.995,0.005
0.,1.
0.96,0.04
0.,1.
0.94,0.06
0.165,0.835
0.13,0.87
0.,1.
0.05,0.95
0.28,0.72
0.985,0.015
0.87,0.13
0.,1.
0.125,0.875
0.25,0.75
0.,1.
0.,1.
1.,0.
0.915,0.085
0.285,0.715
0.26,0.74
0.03064664,0.96935336
0.945,0.055
0.03064664,0.96935336
0.865,0.135
0.005,0.995
0.435,0.565
0.,1.
0.13,0.87
0.,1.
0.,1.
0.935,0.065
0.,1.
0.195,0.805
0.,1.
1.,0.
0.89135133,0.10864867
0.42,0.58
0.,1.
1.,0.
0.03064664,0.96935336
0.,1.
0.985,0.015
0.985,0.015
0.655,0.345
0.88,0.12
0.63,0.37
0.965,0.035
0.33,0.67
0.,1.
0.05,0.95
1.,0.
0.03108731,0.96891269
0.995,0.005
0.,1.
0.,1.
0.765,0.235
1.,0.
0.,1.
0.03064664,0.96935336
0.28,0.72
1.,0.
0.97,0.03
0.97,0.03
0.36013343,0.63986657
0.03064664,0.96935336
0.02,0.98
0.87,0.13
0.99,0.01
0.75,0.25
0.075,0.925
0.83,0.17
0.965,0.035
0.,1.
0.,1.
0.01,0.99
0.03064664,0.96935336
0.01,0.99
0.,1.
0.255,0.745
0.395,0.605
0.,1.
0.74267156,0.25732844
0.99,0.01
0.99,0.01
0.,1.
0.,1.
0.005,0.995
0.725,0.275
0.03064664,0.96935336
1.,0.
0.61,0.39
0.795,0.205
0.665,0.335
0.,1.
0.,1.
0.53,0.47
0.805,0.195
0.04,0.96
0.915,0.085
0.025,0.975
0.,1.
0.,1.
0.09,0.91
0.,1.
0.985,0.015
0.99,0.01
0.,1.
0.,1.
0.,1.
0.,1.
0.,1.
0.96,0.04
0.995,0.005
0.13,0.87
0.03064664,0.96935336
0.,1.
1.,0.
0.225,0.775
0.02,0.98
0.82,0.18
0.95,0.05
0.84,0.16
0.95,0.05
0.,1.
0.03064664,0.96935336
0.985,0.015
0.,1.
0.,1.
0.03,0.97
0.03,0.97
0.865,0.135
0.01,0.99
0.95,0.05
0.71,0.29
1.,0.
0.97,0.03
0.,1.
0.845,0.155
0.275,0.725
0.525,0.475
0.225,0.775
0.495,0.505
1.,0.
0.78,0.22
0.995,0.005
0.95,0.05
0.13,0.87
0.07,0.93
0.785,0.215
0.,1.
1.,0.
0.99,0.01
0.815,0.185
0.71,0.29
0.01230279,0.98769721
0.,1.
0.435,0.565
0.03,0.97
0.,1.
0.045,0.955
0.03064664,0.96935336
0.64,0.36
0.81014354,0.18985646
1.,0.
0.,1.
0.05,0.95
0.72,0.28
1.,0.
0.07,0.93
0.,1.
0.,1.
0.,1.
0.255,0.745
1.,0.
0.82,0.18
0.975,0.025
0.,1.
0.03064664,0.96935336
0.,1.
0.9,0.1
0.,1.
0.105,0.895
0.075,0.925
0.,1.
0.99,0.01
0.915,0.085
0.,1.
0.,1.
0.,1.
0.,1.
0.995,0.005
0.995,0.005
0.95,0.05
0.99,0.01
0.03064664,0.96935336
0.,1.
0.825,0.175
0.,1.
0.415,0.585
0.015,0.985
0.005,0.995
0.,1.
0.,1.
0.03064664,0.96935336
0.79,0.21
0.18,0.82
0.435,0.565
0.99,0.01
0.01,0.99
0.04,0.96
0.185,0.815
0.,1.
0.915,0.085
0.995,0.005
0.05,0.95
0.25,0.75
0.99,0.01
0.43,0.57
0.03064664,0.96935336
0.75,0.25
0.68015524,0.31984476
0.995,0.005
0.,1.
0.53,0.47
0.59,0.41
0.165,0.835
0.83,0.17
0.03064664,0.96935336
0.,1.
0.,1.
0.82,0.18
0.985,0.015
0.41,0.59
0.04,0.96
0.015,0.985
0.395,0.605
0.03064664,0.96935336
0.035,0.965
0.985,0.015
0.05,0.95
0.945,0.055
0.105,0.895
0.,1.
0.,1.
0.06639286,0.93360714
0.,1.
0.,1.
0.055,0.945
0.,1.
1.,0.
0.02,0.98
0.08,0.92
0.12,0.88
0.,1.
0.885,0.115
0.015,0.985
0.03064664,0.96935336
0.,1.
0.045,0.955
0.,1.
0.725,0.275
0.595,0.405
0.035,0.965
0.,1.
0.96,0.04
0.995,0.005
0.,1.
0.995,0.005
0.925,0.075
0.,1.
0.005,0.995
0.07,0.93
0.03064664,0.96935336
0.03064664,0.96935336
0.02,0.98
0.,1.
0.03064664,0.96935336
0.,1.
1.,0.
0.995,0.005
0.,1.
0.99,0.01
0.01,0.99
0.49,0.51
1.,0.
0.035,0.965
0.,1.
0.,1.
0.,1.
0.03064664,0.96935336
0.77,0.23
0.96,0.04
0.215,0.785
0.985,0.015
0.,1.
0.835,0.165
0.855,0.145
0.985,0.015
0.,1.
0.,1.
0.73,0.27
0.03064664,0.96935336
0.975,0.025
0.47,0.53
0.94,0.06
0.975,0.025
0.,1.
1.,0.
0.965,0.035
0.,1.
0.985,0.015
1.,0.
0.73,0.27
0.,1.
0.09,0.91
0.005,0.995
0.005,0.995
0.,1.
0.985,0.015
0.,1.
0.915,0.085
0.93,0.07
1.,0.
0.995,0.005
0.01,0.99
0.,1.
0.81502237,0.18497763
0.,1.
0.975,0.025
0.,1.
1.,0.
0.92,0.08
0.,1.
0.,1.
0.965,0.035
0.,1.
0.425,0.575
0.,1.
0.14,0.86
0.99,0.01
0.,1.
0.905,0.095
0.99,0.01
0.98,0.02
0.035,0.965
0.01,0.99
0.41,0.59
0.,1.
0.415,0.585
0.03064664,0.96935336
1.,0.
0.,1.
0.01,0.99
0.,1.
0.985,0.015
0.185,0.815
0.98,0.02
0.85147498,0.14852502
0.88,0.12
0.015,0.985
0.,1.
0.03064664,0.96935336
0.05,0.95
0.,1.
0.02,0.98
0.935,0.065
0.99,0.01
0.89,0.11
1.,0.
0.03064664,0.96935336
0.72,0.28
0.06,0.94
0.03064664,0.96935336
0.015,0.985
0.965,0.035
0.,1.
0.,1.
0.97,0.03
0.985,0.015
0.765,0.235
0.,1.
0.03064664,0.96935336
0.03064664,0.96935336
0.8,0.2
0.025,0.975
0.,1.
0.895,0.105
0.95,0.05
0.,1.
0.,1.
0.67,0.33
0.005,0.995
0.085,0.915
0.,1.
0.,1.
0.1,0.9
0.75,0.25
0.975,0.025
0.46,0.54
0.03064664,0.96935336
0.,1.
0.,1.
0.015,0.985
0.99,0.01
0.115,0.885
0.99,0.01
0.79,0.21
0.495,0.505
0.,1.
1.,0.
0.055,0.945
0.,1.
0.01,0.99
0.93,0.07
0.535,0.465
0.03064664,0.96935336
0.03064664,0.96935336
0.43,0.57
0.495,0.505
0.755,0.245
0.905,0.095
0.,1.
0.035,0.965
0.83,0.17
0.955,0.045
0.31,0.69
0.87,0.13
0.03064664,0.96935336
0.92,0.08
0.795,0.205
0.,1.
0.925,0.075
0.165,0.835
0.05,0.95
0.18,0.82
0.03064664,0.96935336
0.03064664,0.96935336
0.105,0.895
0.015,0.985
0.03064664,0.96935336
0.33,0.67
0.77,0.23
0.005,0.995
0.685,0.315
0.99,0.01
0.,1.
0.835,0.165
0.005,0.995
0.03064664,0.96935336
0.985,0.015
0.995,0.005
0.,1.
0.995,0.005
0.,1.
0.,1.
0.005,0.995
0.03064664,0.96935336
0.21,0.79
0.,1.
0.955,0.045
0.83,0.17
0.03064664,0.96935336
0.13,0.87
0.645,0.355
0.,1.
1.,0.
0.,1.
0.,1.
0.19,0.81
0.12,0.88
0.4,0.6
0.89,0.11
0.98,0.02
0.,1.
0.005,0.995
0.2,0.8
1.,0.
0.,1.
0.,1.
0.3,0.7
1.,0.
0.,1.
0.095,0.905
0.03064664,0.96935336
0.97,0.03
0.85,0.15
0.835,0.165
1.,0.
0.97,0.03
0.545,0.455
0.715,0.285
1.,0.
0.83,0.17
0.,1.
0.,1.
0.335,0.665
0.92,0.08
0.,1.
0.495,0.505
0.005,0.995
0.015,0.985
0.05987313,0.94012687
0.605,0.395
0.785,0.215
0.715,0.285
0.93,0.07
0.,1.
0.03064664,0.96935336
0.08620438,0.91379562
0.,1.
0.015,0.985
0.43,0.57
0.03064664,0.96935336
0.19,0.81
0.,1.
0.265,0.735
0.87,0.13
0.,1.
0.805,0.195
0.035,0.965
0.,1.
1.,0.
0.15,0.85
0.,1.
0.,1.
0.03064664,0.96935336
0.005,0.995
0.89,0.11
0.035,0.965
1.,0.
0.,1.
0.855,0.145
0.15,0.85
0.,1.
0.005,0.995
0.03064664,0.96935336
0.25,0.75
0.65,0.35
0.955,0.045
0.995,0.005
1.,0.
0.895,0.105
0.,1.
1.,0.
0.945,0.055
0.145,0.855
0.,1.
0.105,0.895
1.,0.
0.,1.
0.77,0.23
0.99,0.01
0.67,0.33
0.,1.
0.905,0.095
0.,1.
0.995,0.005
0.035,0.965
0.03064664,0.96935336
0.785,0.215
0.265,0.735
1.,0.
1.,0.
0.67,0.33
0.095,0.905
0.86,0.14
0.,1.
0.,1.
0.,1.
0.12,0.88
0.025,0.975
0.07,0.93
0.,1.
0.475,0.525
0.76,0.24
0.845,0.155
0.405,0.595
0.03064664,0.96935336
0.,1.
1.,0.
0.105,0.895
0.16,0.84
0.975,0.025
0.92,0.08
0.345,0.655
0.,1.
0.23,0.77
0.,1.
0.03064664,0.96935336
0.05,0.95
0.965,0.035
0.91,0.09
0.995,0.005
0.02,0.98
0.935,0.065
0.02,0.98
0.,1.
0.,1.
0.03064664,0.96935336
0.415,0.585
0.775,0.225
0.015,0.985
0.18,0.82
0.03064664,0.96935336
0.,1.
0.045,0.955
0.,1.
0.26,0.74
0.01,0.99
0.,1.
0.965,0.035
0.73,0.27
0.,1.
0.96,0.04
0.935,0.065
0.005,0.995
0.015,0.985
0.03064664,0.96935336
0.,1.
0.,1.
0.03064664,0.96935336
0.,1.
0.415,0.585
1.,0.
0.09,0.91
0.145,0.855
0.,1.
0.985,0.015
0.235,0.765
0.01076558,0.98923442
0.875,0.125
0.,1.
0.13,0.87
0.03,0.97
0.835,0.165
0.055,0.945
0.03064664,0.96935336
0.545,0.455
0.995,0.005
0.73,0.27
0.105,0.895
0.195,0.805
0.03064664,0.96935336
0.76237914,0.23762086
0.82,0.18
0.06,0.94
0.095,0.905
0.,1.
0.68,0.32
0.17,0.83
0.,1.
0.015,0.985
0.095,0.905
0.725,0.275
0.,1.
0.,1.
0.925,0.075
0.51,0.49
0.67068564,0.32931436
0.985,0.015
0.,1.
0.3,0.7
0.005,0.995
0.,1.
0.,1.
0.,1.
0.92,0.08
0.03,0.97
1.,0.
0.75,0.25
0.00892235,0.99107765
0.,1.
0.085,0.915
1.,0.
0.,1.
1.,0.
0.04156755,0.95843245
0.,1.
0.57,0.43
0.23,0.77
0.03064664,0.96935336
0.865,0.135
0.48,0.52
0.06,0.94
0.,1.
0.015,0.985
0.03,0.97
0.005,0.995
0.065,0.935
0.03064664,0.96935336
0.96,0.04
0.02,0.98
1.,0.
0.995,0.005
0.975,0.025
0.9,0.1
0.,1.
0.52,0.48
0.485,0.515
0.,1.
1.,0.
0.,1.
1.,0.
1.,0.
0.89,0.11
0.,1.
0.805,0.195
0.335,0.665
0.,1.
0.985,0.015
0.9,0.1
0.57,0.43
0.96,0.04
0.,1.
0.825,0.175
0.25,0.75
0.,1.
0.,1.
0.,1.
0.385,0.615
0.325,0.675
0.995,0.005
0.955,0.045
0.92,0.08
0.,1.
0.,1.
0.72,0.28
0.005,0.995
0.805,0.195
0.03064664,0.96935336
0.00158768,0.99841232
0.98,0.02
0.005,0.995
0.055,0.945
0.825,0.175
0.68,0.32
0.,1.
0.585,0.415
1.,0.
0.,1.
0.03064664,0.96935336
1.,0.
0.84,0.16
0.77,0.23
0.22,0.78
0.915,0.085
0.915,0.085
0.505,0.495
0.355,0.645
0.995,0.005
0.435,0.565
0.005,0.995
0.,1.
0.585,0.415
0.955,0.045
1.,0.
0.03064664,0.96935336
1.,0.
0.,1.
0.,1.
0.03064664,0.96935336
0.945,0.055
0.295,0.705
0.,1.
0.,1.
0.005,0.995
0.74,0.26
0.77,0.23
0.,1.
0.53,0.47
0.,1.
0.,1.
0.,1.
0.,1.
0.99,0.01
0.,1.
0.015,0.985
0.3,0.7
0.995,0.005
0.94,0.06
0.,1.
0.715,0.285
0.,1.
0.85,0.15
0.96,0.04
0.01,0.99
0.,1.
0.03064664,0.96935336
0.81,0.19
0.,1.
0.67,0.33
0.,1.
0.,1.
0.015,0.985
0.97,0.03
0.,1.
1.,0.
0.03064664,0.96935336
0.,1.
0.81,0.19
0.985,0.015
0.005,0.995
0.025,0.975
0.,1.
0.58,0.42
0.95,0.05
0.975,0.025
0.,1.
0.03064664,0.96935336
0.03064664,0.96935336
1.,0.
0.,1.
0.96,0.04
0.895,0.105
0.03064664,0.96935336
0.97,0.03
0.,1.
0.03064664,0.96935336
0.06059915,0.93940085
0.785,0.215
0.03064664,0.96935336
0.93,0.07
0.,1.
0.,1.
1.,0.
0.,1.
0.,1.
0.51,0.49
0.03083333,0.96916667
0.03064664,0.96935336
0.,1.
0.295,0.705
0.765,0.235
0.01,0.99
0.03064664,0.96935336
0.015,0.985
0.,1.
0.075,0.925
0.,1.
0.99,0.01
0.025,0.975
0.11015601,0.88984399
0.085,0.915
1.,0.
0.98,0.02
0.03064664,0.96935336
0.84,0.16
0.01,0.99
0.90528046,0.09471954
0.01,0.99
0.87,0.13
0.02,0.98
0.,1.
0.,1.
0.03,0.97
0.03064664,0.96935336
0.,1.
0.055,0.945
0.1379504,0.8620496
0.81,0.19
0.03064664,0.96935336
0.765,0.235
0.975,0.025
0.895,0.105
0.,1.
0.195,0.805
0.03064664,0.96935336
0.03064664,0.96935336
0.925,0.075
0.025,0.975
0.015,0.985
0.,1.
0.03064664,0.96935336
0.975,0.025
0.005,0.995
0.985,0.015
0.745,0.255
0.41,0.59
0.25,0.75
0.,1.
1.,0.
0.01,0.99
0.03064664,0.96935336
0.975,0.025
0.,1.
0.7,0.3
0.,1.
0.,1.
0.03,0.97
0.045,0.955
0.,1.
0.26,0.74
1.,0.
0.94,0.06
0.,1.
1.,0.
0.,1.
0.,1.
0.805,0.195
0.,1.
0.,1.
0.02,0.98
0.03064664,0.96935336
1.,0.
0.,1.
0.975,0.025
0.855,0.145
0.565,0.435
1.,0.
1.,0.
0.,1.
0.,1.
0.485,0.515
0.525,0.475
0.005,0.995
0.99,0.01
0.,1.
0.76,0.24
0.085,0.915
0.,1.
0.235,0.765
0.,1.
0.,1.
1.,0.
0.03359562,0.96640438
0.995,0.005
0.,1.
0.,1.
0.01,0.99
0.33,0.67
0.85,0.15
1.,0.
0.995,0.005
0.,1.
1.,0.
0.,1.
0.105,0.895
0.34,0.66
0.525,0.475
0.03064664,0.96935336
0.03064664,0.96935336
0.,1.
0.,1.
0.79,0.21
1.,0.
0.98,0.02
1.,0.
0.115,0.885
0.03064664,0.96935336
1.,0.
0.015,0.985
0.04,0.96
0.,1.
0.965,0.035
0.405,0.595
0.995,0.005
0.98,0.02
0.01,0.99
0.775,0.225
0.025,0.975
0.,1.
0.015,0.985
0.03064664,0.96935336
0.03064664,0.96935336
0.81,0.19
0.005,0.995
0.015,0.985
0.005,0.995
0.005,0.995
0.945,0.055
0.03064664,0.96935336
0.005,0.995
0.02,0.98
0.995,0.005
0.665,0.335
0.,1.
0.44,0.56
0.,1.
0.,1.
0.,1.
0.005,0.995
0.,1.
0.8,0.2
0.,1.
0.04,0.96
0.43,0.57
0.495,0.505
0.89,0.11
0.085,0.915
0.98,0.02
0.185,0.815
0.915,0.085
0.015,0.985
0.,1.
0.365,0.635
0.,1.
0.08,0.92
0.695,0.305
0.23,0.77
0.325,0.675
0.,1.
0.985,0.015
0.875,0.125
0.96,0.04
0.88,0.12
0.,1.
0.,1.
0.035,0.965
1.,0.
0.,1.
0.5,0.5
0.02,0.98
0.,1.
0.885,0.115
0.85,0.15
0.945,0.055
0.01,0.99
0.,1.
0.02,0.98
0.96,0.04
0.38,0.62
0.945,0.055
0.005,0.995
0.,1.
0.195,0.805
0.99,0.01
0.77,0.23
1.,0.
0.81,0.19
0.095,0.905
0.00862045,0.99137955
0.755,0.245
1.,0.
0.,1.
0.97,0.03
0.,1.
0.03064664,0.96935336
0.08,0.92
0.005,0.995
1.,0.
0.,1.
0.,1.
0.03064664,0.96935336
0.51,0.49
0.82,0.18
0.995,0.005
0.,1.
0.75,0.25
0.,1.
0.955,0.045
0.015,0.985
0.985,0.015
0.97,0.03
0.945,0.055
0.835,0.165
0.22,0.78
0.99,0.01
0.895,0.105
0.,1.
0.06,0.94
0.16,0.84
0.,1.
0.,1.
0.,1.
1.,0.
0.,1.
0.155,0.845
0.,1.
0.985,0.015
0.805,0.195
0.,1.
0.04,0.96
0.82,0.18
0.825,0.175
0.92,0.08
0.,1.
0.,1.
0.,1.
0.93,0.07
0.885,0.115
0.955,0.045
0.9,0.1
0.005,0.995
0.025,0.975
0.035,0.965
0.32,0.68
0.995,0.005
0.77,0.23
0.,1.
0.,1.
1.,0.
0.975339,0.024661
0.88,0.12
0.875,0.125
0.,1.
0.92,0.08
0.825,0.175
0.915,0.085
0.79,0.21
0.81,0.19
0.73,0.27
0.94,0.06
0.,1.
0.995,0.005
0.,1.
0.,1.
0.03064664,0.96935336
0.775,0.225
0.03064664,0.96935336
0.995,0.005
0.,1.
0.,1.
0.,1.
0.36,0.64
0.38,0.62
0.91,0.09
0.055,0.945
0.025,0.975
0.,1.
0.975,0.025
0.84,0.16
0.035,0.965
0.015,0.985
0.03064664,0.96935336
0.8,0.2
0.,1.
0.935,0.065
0.965,0.035
0.,1.
0.03064664,0.96935336
0.915,0.085
0.03064664,0.96935336
0.01,0.99
0.33,0.67
0.98,0.02
0.005,0.995
0.03064664,0.96935336
0.965,0.035
0.95,0.05
0.035,0.965
0.265,0.735
0.995,0.005
0.955,0.045
0.825,0.175
1.,0.
0.95,0.05
0.015,0.985
0.015,0.985
0.,1.
0.03064664,0.96935336
0.865,0.135
0.525,0.475
0.985,0.015
0.,1.
0.85,0.15
1.,0.
0.955,0.045
1.,0.
1.,0.
0.72,0.28
0.,1.
0.,1.
0.2,0.8
0.,1.
0.86359012,0.13640988
0.965,0.035
0.,1.
0.,1.
0.,1.
0.155,0.845
0.,1.
0.98,0.02
0.305,0.695
0.64,0.36
0.945,0.055
0.,1.
0.,1.
0.03064664,0.96935336
0.935,0.065
0.,1.
0.975,0.025
0.99,0.01
0.,1.
0.,1.
0.765,0.235
0.005,0.995
0.00221611,0.99778389
0.02,0.98
0.285,0.715
0.8,0.2
0.595,0.405
0.,1.
0.915,0.085
0.,1.
0.,1.
0.465,0.535
0.475,0.525
0.,1.
0.03064664,0.96935336
0.115,0.885
0.935,0.065
0.,1.
0.005,0.995
0.915,0.085
0.44,0.56
1.,0.
0.,1.
0.575,0.425
0.975,0.025
0.665,0.335
0.,1.
0.99,0.01
0.,1.
0.,1.
0.005,0.995
0.91,0.09
0.855,0.145
0.98,0.02
0.03064664,0.96935336
0.26,0.74
0.995,0.005
0.37,0.63
0.03064664,0.96935336
0.025,0.975
0.,1.
0.,1.
0.005,0.995
1.,0.
0.,1.
0.,1.
0.,1.
0.905,0.095
1.,0.
0.,1.
0.005,0.995
0.365,0.635
0.99,0.01
0.01,0.99
0.99,0.01
1.,0.
0.935,0.065
0.075,0.925
0.24,0.76
0.015,0.985
0.,1.
0.,1.
0.,1.
0.715,0.285
1.,0.
0.78014547,0.21985453
0.605,0.395
0.,1.
0.99,0.01
0.235,0.765
0.045,0.955
0.145,0.855
1.,0.
0.,1.
0.,1.
1.,0.
0.,1.
0.,1.
0.,1.
0.655,0.345
0.965,0.035
0.595,0.405
0.,1.
1.,0.
0.,1.
0.,1.
0.995,0.005
0.02186483,0.97813517
0.66,0.34
0.995,0.005
0.,1.
0.325,0.675
0.03064664,0.96935336
0.03064664,0.96935336
0.83,0.17
0.975,0.025
0.23,0.77
0.76,0.24
0.405,0.595
0.4,0.6
0.95,0.05
0.195,0.805
0.,1.
0.995,0.005
0.165,0.835
0.925,0.075
0.03064664,0.96935336
0.04,0.96
0.,1.
0.97,0.03
0.03064664,0.96935336
0.,1.
1.,0.
0.,1.
0.99,0.01
0.22,0.78
